sce cor SNPtype bias trait method Category
2 0.403303991559194 eeQTLGWASasb 0.964166231827379 Fat_yield singletraitfy Functional_GS
3 0.39723787935394 eeQTLGWASasb 1.03728259688176 Fat_yield singletraitfy Functional_GS
4 0.393254566697846 eeQTLGWASasb 1.15911875900004 Fat_yield singletraitfy Functional_GS
5 0.392474969742463 eeQTLGWASasb 1.10959891575789 Fat_yield singletraitfy Functional_GS
1 0.519001702364217 eeQTLGWASasb 0.904584105204972 Milk_volume singletraitmv Functional_GS
2 0.501552239211085 eeQTLGWASasb 0.957690843953767 Milk_volume singletraitmv Functional_GS
3 0.494960243570334 eeQTLGWASasb 1.05410281795257 Milk_volume singletraitmv Functional_GS
4 0.457563307980859 eeQTLGWASasb 1.07619929232958 Milk_volume singletraitmv Functional_GS
5 0.446071526211219 eeQTLGWASasb 1.05700634629075 Milk_volume singletraitmv Functional_GS
1 0.430313564284326 eeQTLGWASasb 0.843107623233478 Protein_yield singletraitfp Functional_GS
2 0.443541690753026 eeQTLGWASasb 1.0066000859442 Protein_yield singletraitfp Functional_GS
3 0.439433139106855 eeQTLGWASasb 1.11796210403602 Protein_yield singletraitfp Functional_GS
4 0.422955997907472 eeQTLGWASasb 1.18068300282255 Protein_yield singletraitfp Functional_GS
5 0.40520876839309 eeQTLGWASasb 1.13209283125888 Protein_yield singletraitfp Functional_GS
1 0.365094258499163 eeQTLGWASasb 0.82988522625274 Fat_yield singletraitfy Current_GS
2 0.39379982994014 eeQTLGWASasb 0.974043825172638 Fat_yield singletraitfy Current_GS
3 0.393557237425735 eeQTLGWASasb 1.06859805224298 Fat_yield singletraitfy Current_GS
4 0.385445948972196 eeQTLGWASasb 1.16792205702657 Fat_yield singletraitfy Current_GS
5 0.383694439661446 eeQTLGWASasb 1.1338610047081 Fat_yield singletraitfy Current_GS
1 0.498735200370056 eeQTLGWASasb 0.891201508747725 Milk_volume singletraitmv Current_GS
2 0.487419267969149 eeQTLGWASasb 0.964975508019326 Milk_volume singletraitmv Current_GS
3 0.479606782819364 eeQTLGWASasb 1.05498839954768 Milk_volume singletraitmv Current_GS
4 0.446406066813508 eeQTLGWASasb 1.10173951532164 Milk_volume singletraitmv Current_GS
5 0.429301746115422 eeQTLGWASasb 1.05783550813009 Milk_volume singletraitmv Current_GS
1 0.42662043475963 eeQTLGWASasb 0.830039577688427 Protein_yield singletraitfp Current_GS
2 0.443956717130915 eeQTLGWASasb 1.01298027885918 Protein_yield singletraitfp Current_GS
3 0.438059567791374 eeQTLGWASasb 1.11437999274122 Protein_yield singletraitfp Current_GS
5 0.406400541303848 eeQTLGWASasb 1.14904341494056 Protein_yield singletraitfp Current_GS
1 0.389899853870889 eeQTLGWASasbase 0.862494751783752 Fat_yield singletraitfy Functional_GS
2 0.411284381601601 eeQTLGWASasbase 0.974342383964902 Fat_yield singletraitfy Functional_GS
3 0.40315752503997 eeQTLGWASasbase 1.03739200750041 Fat_yield singletraitfy Functional_GS
4 0.397399937034781 eeQTLGWASasbase 1.15338663781651 Fat_yield singletraitfy Functional_GS
5 0.397673073303155 eeQTLGWASasbase 1.1004661369223 Fat_yield singletraitfy Functional_GS
1 0.523532779903497 eeQTLGWASasbase 0.902702916047416 Milk_volume singletraitmv Functional_GS
2 0.507605450371927 eeQTLGWASasbase 0.963324698221816 Milk_volume singletraitmv Functional_GS
3 0.500419720003714 eeQTLGWASasbase 1.05434250221652 Milk_volume singletraitmv Functional_GS
4 0.462872557385183 eeQTLGWASasbase 1.07470664344934 Milk_volume singletraitmv Functional_GS
5 0.451055222809545 eeQTLGWASasbase 1.05102233108282 Milk_volume singletraitmv Functional_GS
1 0.435483482835069 eeQTLGWASasbase 0.840853374626972 Protein_yield singletraitfp Functional_GS
2 0.450948921848281 eeQTLGWASasbase 1.01428802825972 Protein_yield singletraitfp Functional_GS
3 0.444461983068788 eeQTLGWASasbase 1.11558666106245 Protein_yield singletraitfp Functional_GS
4 0.427443193301673 eeQTLGWASasbase 1.17935907144785 Protein_yield singletraitfp Functional_GS
5 0.411163346822114 eeQTLGWASasbase 1.12394410898003 Protein_yield singletraitfp Functional_GS
1 0.381897163549968 eeQTLGWASasbase 0.843374106974111 Fat_yield singletraitfy Current_GS
2 0.404571187151255 eeQTLGWASasbase 0.956359420226009 Fat_yield singletraitfy Current_GS
3 0.405549542959983 eeQTLGWASasbase 1.05852052819017 Fat_yield singletraitfy Current_GS
4 0.399762532978797 eeQTLGWASasbase 1.17820224651151 Fat_yield singletraitfy Current_GS
5 0.399933885682361 eeQTLGWASasbase 1.10786106362447 Fat_yield singletraitfy Current_GS
1 0.511689765346468 eeQTLGWASasbase 0.885770937239149 Milk_volume singletraitmv Current_GS
2 0.498557808355937 eeQTLGWASasbase 0.95214196242151 Milk_volume singletraitmv Current_GS
3 0.496544526208723 eeQTLGWASasbase 1.05949185144519 Milk_volume singletraitmv Current_GS
4 0.463606110622723 eeQTLGWASasbase 1.10977844755886 Milk_volume singletraitmv Current_GS
5 0.446710051568891 eeQTLGWASasbase 1.05003124674511 Milk_volume singletraitmv Current_GS
1 0.435750692376521 eeQTLGWASasbase 0.827069689886329 Protein_yield singletraitfp Current_GS
2 0.44980258008299 eeQTLGWASasbase 0.996677778568535 Protein_yield singletraitfp Current_GS
3 0.446027093299601 eeQTLGWASasbase 1.10734489677299 Protein_yield singletraitfp Current_GS
4 0.434981951822894 eeQTLGWASasbase 1.21254843186233 Protein_yield singletraitfp Current_GS
5 0.416149595025608 eeQTLGWASasbase 1.12613784108129 Protein_yield singletraitfp Current_GS
1 0.382285156410305 Histone 0.856926942922035 Fat_yield singletraitfy Functional_GS
2 0.402104473474506 Histone 0.972143854973767 Fat_yield singletraitfy Functional_GS
3 0.399546722408345 Histone 1.05178814485095 Fat_yield singletraitfy Functional_GS
4 0.396376126787054 Histone 1.16214658485392 Fat_yield singletraitfy Functional_GS
5 0.396040164542345 Histone 1.10783146642002 Fat_yield singletraitfy Functional_GS
1 0.517679951952572 Histone 0.9053863022324 Milk_volume singletraitmv Functional_GS
2 0.49848589891691 Histone 0.953713961087848 Milk_volume singletraitmv Functional_GS
3 0.491864411495996 Histone 1.0569264013987 Milk_volume singletraitmv Functional_GS
4 0.456716494048328 Histone 1.07978670259674 Milk_volume singletraitmv Functional_GS
5 0.443845820681135 Histone 1.06765937966609 Milk_volume singletraitmv Functional_GS
1 0.436279175916367 Histone 0.846641719757206 Protein_yield singletraitfp Functional_GS
2 0.44584994438322 Histone 1.00501179171867 Protein_yield singletraitfp Functional_GS
3 0.440500528348385 Histone 1.11605690971978 Protein_yield singletraitfp Functional_GS
4 0.427134725263964 Histone 1.18429988773169 Protein_yield singletraitfp Functional_GS
5 0.407971968509099 Histone 1.14228066505453 Protein_yield singletraitfp Functional_GS
1 0.375625377833947 Histone 0.837390210413614 Fat_yield singletraitfy Current_GS
2 0.392959464084194 Histone 0.947522266161259 Fat_yield singletraitfy Current_GS
3 0.399003209904013 Histone 1.06148328109931 Fat_yield singletraitfy Current_GS
4 0.394713170417482 Histone 1.1844810197837 Fat_yield singletraitfy Current_GS
5 0.38723574505414 Histone 1.1060064975115 Fat_yield singletraitfy Current_GS
1 0.504013153581379 Histone 0.882101550262038 Milk_volume singletraitmv Current_GS
2 0.489686066238352 Histone 0.945007551444527 Milk_volume singletraitmv Current_GS
3 0.486519303770314 Histone 1.05536067350745 Milk_volume singletraitmv Current_GS
4 0.455738847444069 Histone 1.11948032456713 Milk_volume singletraitmv Current_GS
5 0.436281719790612 Histone 1.03986105617157 Milk_volume singletraitmv Current_GS
1 0.432251414743029 Histone 0.824541463407581 Protein_yield singletraitfp Current_GS
2 0.444929358890095 Histone 0.986885749655906 Protein_yield singletraitfp Current_GS
3 0.442913501835466 Histone 1.1091525837782 Protein_yield singletraitfp Current_GS
4 0.43243912418916 Histone 1.21869766671111 Protein_yield singletraitfp Current_GS
5 0.408806141587586 Histone 1.11774818284624 Protein_yield singletraitfp Current_GS
1 0.368610747988997 RNAseq 0.839954666727375 Fat_yield singletraitfy Functional_GS
2 0.399350754484665 RNAseq 0.98112804100655 Fat_yield singletraitfy Functional_GS
3 0.387761457895724 RNAseq 1.0408224980325 Fat_yield singletraitfy Functional_GS
4 0.385492633290702 RNAseq 1.16308694865688 Fat_yield singletraitfy Functional_GS
5 0.381630977059903 RNAseq 1.10191826622718 Fat_yield singletraitfy Functional_GS
1 0.507187206034199 RNAseq 0.898423148361869 Milk_volume singletraitmv Functional_GS
2 0.496627770184318 RNAseq 0.977957259261353 Milk_volume singletraitmv Functional_GS
3 0.484482420512543 RNAseq 1.05239950539398 Milk_volume singletraitmv Functional_GS
4 0.449818505818751 RNAseq 1.08737096881498 Milk_volume singletraitmv Functional_GS
5 0.433034467035481 RNAseq 1.03730602281207 Milk_volume singletraitmv Functional_GS
1 0.420157020734517 RNAseq 0.830841241711936 Protein_yield singletraitfp Functional_GS
2 0.440394979347583 RNAseq 1.02465732155431 Protein_yield singletraitfp Functional_GS
3 0.43144558699894 RNAseq 1.11762622087442 Protein_yield singletraitfp Functional_GS
4 0.416860137901006 RNAseq 1.18861310806058 Protein_yield singletraitfp Functional_GS
5 0.397205485171824 RNAseq 1.11375576889366 Protein_yield singletraitfp Functional_GS
1 0.374197301067228 RNAseq 0.851017668760819 Fat_yield singletraitfy Current_GS
2 0.396944066683467 RNAseq 0.965651759056786 Fat_yield singletraitfy Current_GS
3 0.397482495680547 RNAseq 1.06415102002322 Fat_yield singletraitfy Current_GS
4 0.38646021698275 RNAseq 1.15852643652185 Fat_yield singletraitfy Current_GS
5 0.384261474446186 RNAseq 1.11671145476634 Fat_yield singletraitfy Current_GS
1 0.506605876613808 RNAseq 0.895015016449605 Milk_volume singletraitmv Current_GS
2 0.490101243552869 RNAseq 0.957367037266699 Milk_volume singletraitmv Current_GS
3 0.488030489414447 RNAseq 1.06630670330476 Milk_volume singletraitmv Current_GS
4 0.451832841011211 RNAseq 1.09868692416635 Milk_volume singletraitmv Current_GS
5 0.431397188097717 RNAseq 1.0722928309582 Milk_volume singletraitmv Current_GS
1 0.429486970478667 RNAseq 0.836031602947261 Protein_yield singletraitfp Current_GS
2 0.441422679461471 RNAseq 1.00740146481522 Protein_yield singletraitfp Current_GS
3 0.440844848006651 RNAseq 1.12269369024234 Protein_yield singletraitfp Current_GS
4 0.422072568418588 RNAseq 1.19334378740578 Protein_yield singletraitfp Current_GS
5 0.404231982656874 RNAseq 1.16668343381308 Protein_yield singletraitfp Current_GS
1 0.383955279818507 Histoneall 0.858994617258644 Fat_yield singletraitfy Functional_GS
2 0.405600764394439 Histoneall 0.972447183198017 Fat_yield singletraitfy Functional_GS
3 0.403842917603056 Histoneall 1.0562580013845 Fat_yield singletraitfy Functional_GS
4 0.397855454896813 Histoneall 1.15872273768737 Fat_yield singletraitfy Functional_GS
5 0.400181138732157 Histoneall 1.10928134956871 Fat_yield singletraitfy Functional_GS
1 0.518699736441676 Histoneall 0.903070059710811 Milk_volume singletraitmv Functional_GS
2 0.502502713639307 Histoneall 0.958098779863391 Milk_volume singletraitmv Functional_GS
3 0.494857987321199 Histoneall 1.05757190937136 Milk_volume singletraitmv Functional_GS
4 0.459052440623307 Histoneall 1.07891918684158 Milk_volume singletraitmv Functional_GS
5 0.446971484584702 Histoneall 1.06645941815158 Milk_volume singletraitmv Functional_GS
1 0.437131428837291 Histoneall 0.844515266258375 Protein_yield singletraitfp Functional_GS
2 0.449325547955676 Histoneall 1.0090869918095 Protein_yield singletraitfp Functional_GS
3 0.443435120454247 Histoneall 1.117291390268 Protein_yield singletraitfp Functional_GS
4 0.428561070735557 Histoneall 1.1828485689811 Protein_yield singletraitfp Functional_GS
5 0.411948733574173 Histoneall 1.14342197700526 Protein_yield singletraitfp Functional_GS
1 0.372130835942725 Histoneall 0.842412306849131 Fat_yield singletraitfy Current_GS
2 0.395681923428813 Histoneall 0.960062667545208 Fat_yield singletraitfy Current_GS
3 0.398503034239767 Histoneall 1.05588423087655 Fat_yield singletraitfy Current_GS
4 0.394638943632217 Histoneall 1.17563171671014 Fat_yield singletraitfy Current_GS
5 0.39017255245908 Histoneall 1.13258994279933 Fat_yield singletraitfy Current_GS
1 0.5001360888955 Histoneall 0.878463117039388 Milk_volume singletraitmv Current_GS
2 0.488151020392153 Histoneall 0.957650984660991 Milk_volume singletraitmv Current_GS
3 0.484797331204486 Histoneall 1.05644818182022 Milk_volume singletraitmv Current_GS
4 0.450986425975052 Histoneall 1.10240489646593 Milk_volume singletraitmv Current_GS
5 0.433706406487647 Histoneall 1.06945553450977 Milk_volume singletraitmv Current_GS
1 0.431939386364539 Histoneall 0.823120127522507 Protein_yield singletraitfp Current_GS
2 0.448483679154706 Histoneall 1.00473864585614 Protein_yield singletraitfp Current_GS
3 0.443393107528191 Histoneall 1.10464148334361 Protein_yield singletraitfp Current_GS
4 0.434185103038671 Histoneall 1.20879722482319 Protein_yield singletraitfp Current_GS
5 0.413251753184721 Histoneall 1.15704153143379 Protein_yield singletraitfp Current_GS
1 0.771834133542959 AllSNP 0.960006861276375 Fat_percent singletraitfy Functional_GS
2 0.776115661335313 AllSNP 1.00060827487678 Fat_percent singletraitfy Functional_GS
3 0.769477903593489 AllSNP 1.03511408274513 Fat_percent singletraitfy Functional_GS
4 0.772089919006399 AllSNP 1.00761259340396 Fat_percent singletraitfy Functional_GS
5 0.754649533633271 AllSNP 0.97509299263807 Fat_percent singletraitfy Functional_GS
1 0.732690940373816 AllSNP 0.946481991693439 Protein_percent singletraitfp Functional_GS
2 0.74382500828737 AllSNP 0.9878120996887 Protein_percent singletraitfp Functional_GS
3 0.731593330833802 AllSNP 1.01644335837209 Protein_percent singletraitfp Functional_GS
4 0.746376445149023 AllSNP 1.00689499144738 Protein_percent singletraitfp Functional_GS
5 0.749568278639213 AllSNP 1.03307206127964 Protein_percent singletraitfp Functional_GS
1 0.759108564463917 AllSNP 0.950714748353883 Fat_percent singletraitfy Current_GS
2 0.760024923214944 AllSNP 0.990053489649823 Fat_percent singletraitfy Current_GS
3 0.758302309782469 AllSNP 1.03057163360318 Fat_percent singletraitfy Current_GS
4 0.760713422912678 AllSNP 1.01098824437337 Fat_percent singletraitfy Current_GS
5 0.739452315312695 AllSNP 0.980605747745684 Fat_percent singletraitfy Current_GS
1 0.711672844821572 AllSNP 0.938964373820085 Protein_percent singletraitfp Current_GS
2 0.722041178973069 AllSNP 0.980059287442439 Protein_percent singletraitfp Current_GS
3 0.713489605345602 AllSNP 1.01508356361121 Protein_percent singletraitfp Current_GS
4 0.728222553414176 AllSNP 1.0127313319168 Protein_percent singletraitfp Current_GS
5 0.721960388237232 AllSNP 1.02900004596762 Protein_percent singletraitfp Current_GS
1 0.701211194508933 ATAC 0.950842612877405 Fat_percent singletraitfy Functional_GS
2 0.704847677345874 ATAC 0.999235251789236 Fat_percent singletraitfy Functional_GS
3 0.70338904701252 ATAC 1.0377658721572 Fat_percent singletraitfy Functional_GS
4 0.695692048036561 ATAC 0.992572415089129 Fat_percent singletraitfy Functional_GS
5 0.68409226041624 ATAC 0.966924004442838 Fat_percent singletraitfy Functional_GS
1 0.657646514532908 ATAC 0.92924297140438 Protein_percent singletraitfp Functional_GS
2 0.672867589404528 ATAC 0.980699749609395 Protein_percent singletraitfp Functional_GS
3 0.663471648483334 ATAC 1.01693358868634 Protein_percent singletraitfp Functional_GS
4 0.674140038544216 ATAC 1.00871866821259 Protein_percent singletraitfp Functional_GS
5 0.667267070263911 ATAC 1.01262459669363 Protein_percent singletraitfp Functional_GS
1 0.685841995374433 ATAC 0.940644751683627 Fat_percent singletraitfy Current_GS
2 0.686798176786018 ATAC 0.996483731980621 Fat_percent singletraitfy Current_GS
3 0.689282115574786 ATAC 1.03606963032618 Fat_percent singletraitfy Current_GS
4 0.682340170359549 ATAC 1.00606001088357 Fat_percent singletraitfy Current_GS
5 0.661740917073729 ATAC 0.957542212852651 Fat_percent singletraitfy Current_GS
1 0.635267916289165 ATAC 0.914624534762341 Protein_percent singletraitfp Current_GS
2 0.64961255216872 ATAC 0.983326044331637 Protein_percent singletraitfp Current_GS
3 0.645097426220655 ATAC 1.012406897626 Protein_percent singletraitfp Current_GS
4 0.659057972331025 ATAC 1.02358828798052 Protein_percent singletraitfp Current_GS
5 0.645381767167285 ATAC 1.01931772370147 Protein_percent singletraitfp Current_GS
1 0.759235744845451 CurrentGS 0.950848659913245 Fat_percent singletraitfy Functional_GS
2 0.760515176454545 CurrentGS 0.990780358317481 Fat_percent singletraitfy Functional_GS
3 0.758323868441862 CurrentGS 1.03043294335965 Fat_percent singletraitfy Functional_GS
4 0.760816971156775 CurrentGS 1.01187430215915 Fat_percent singletraitfy Functional_GS
5 0.739649833716135 CurrentGS 0.98067348928519 Fat_percent singletraitfy Functional_GS
1 0.71238484303404 CurrentGS 0.938745581918556 Protein_percent singletraitfp Functional_GS
2 0.722869613372387 CurrentGS 0.980337434683021 Protein_percent singletraitfp Functional_GS
3 0.713984353775624 CurrentGS 1.01528196472758 Protein_percent singletraitfp Functional_GS
4 0.7291072891742 CurrentGS 1.01381803250694 Protein_percent singletraitfp Functional_GS
5 0.723016045443994 CurrentGS 1.02877617175832 Protein_percent singletraitfp Functional_GS
1 0.719126768144902 eeQTL 0.954586573446398 Fat_percent singletraitfy Functional_GS
2 0.724807277604878 eeQTL 0.996129805744638 Fat_percent singletraitfy Functional_GS
3 0.7148579700978 eeQTL 1.02987815988515 Fat_percent singletraitfy Functional_GS
4 0.716720959730753 eeQTL 1.00795461658241 Fat_percent singletraitfy Functional_GS
5 0.698503259165882 eeQTL 0.969674687406129 Fat_percent singletraitfy Functional_GS
1 0.644442363057476 eeQTL 0.924470976002442 Protein_percent singletraitfp Functional_GS
2 0.655629294213862 eeQTL 0.981692190105668 Protein_percent singletraitfp Functional_GS
3 0.64608975854901 eeQTL 1.01207039627705 Protein_percent singletraitfp Functional_GS
4 0.666177985646185 eeQTL 1.02109875745709 Protein_percent singletraitfp Functional_GS
5 0.654807927463105 eeQTL 1.01654921927533 Protein_percent singletraitfp Functional_GS
1 0.647108981759141 eeQTL 0.936109261186625 Fat_percent singletraitfy Current_GS
2 0.641736230257809 eeQTL 0.987433163018558 Fat_percent singletraitfy Current_GS
3 0.646513559927876 eeQTL 1.04974457571249 Fat_percent singletraitfy Current_GS
4 0.624432995234751 eeQTL 1.00383841416282 Fat_percent singletraitfy Current_GS
5 0.608101428018716 eeQTL 0.949217090360129 Fat_percent singletraitfy Current_GS
1 0.60469409379464 eeQTL 0.922066647970026 Protein_percent singletraitfp Current_GS
2 0.611873123195008 eeQTL 0.966000640876183 Protein_percent singletraitfp Current_GS
3 0.610782751979726 eeQTL 1.01885532553322 Protein_percent singletraitfp Current_GS
4 0.619972998295985 eeQTL 1.03457360903611 Protein_percent singletraitfp Current_GS
5 0.598562519279295 eeQTL 0.999701615718557 Protein_percent singletraitfp Current_GS
1 0.753222710989756 eeQTLGWAS 0.960207154875244 Fat_percent singletraitfy Functional_GS
2 0.75811340050492 eeQTLGWAS 0.997439454859529 Fat_percent singletraitfy Functional_GS
3 0.746906829075471 eeQTLGWAS 1.0260054514019 Fat_percent singletraitfy Functional_GS
4 0.753557338295099 eeQTLGWAS 1.01015232691597 Fat_percent singletraitfy Functional_GS
5 0.734850146817113 eeQTLGWAS 0.968559194709018 Fat_percent singletraitfy Functional_GS
1 0.686283326058968 eeQTLGWAS 0.933134262981959 Protein_percent singletraitfp Functional_GS
2 0.699654004800958 eeQTLGWAS 0.984533778648065 Protein_percent singletraitfp Functional_GS
3 0.687921129621095 eeQTLGWAS 1.0126966411998 Protein_percent singletraitfp Functional_GS
4 0.706874943941242 eeQTLGWAS 1.02217363356674 Protein_percent singletraitfp Functional_GS
5 0.708051222017576 eeQTLGWAS 1.03203757891525 Protein_percent singletraitfp Functional_GS
1 0.608413676734848 eeQTLGWAS 0.932174428967036 Fat_percent singletraitfy Current_GS
2 0.605070636135657 eeQTLGWAS 0.98042423483798 Fat_percent singletraitfy Current_GS
3 0.610701070043091 eeQTLGWAS 1.04186345887248 Fat_percent singletraitfy Current_GS
4 0.591996081233588 eeQTLGWAS 0.994772951385486 Fat_percent singletraitfy Current_GS
5 0.553408764026136 eeQTLGWAS 0.938566686079252 Fat_percent singletraitfy Current_GS
1 0.594231467333134 eeQTLGWAS 0.913151246044254 Protein_percent singletraitfp Current_GS
2 0.614219837633205 eeQTLGWAS 0.978149093184739 Protein_percent singletraitfp Current_GS
3 0.608164173454715 eeQTLGWAS 1.02786400846183 Protein_percent singletraitfp Current_GS
4 0.608079590020212 eeQTLGWAS 1.00322010002813 Protein_percent singletraitfp Current_GS
5 0.590659486167146 eeQTLGWAS 0.990880216015584 Protein_percent singletraitfp Current_GS
1 0.761752730441604 eeQTLGWASasb 0.957010658893822 Fat_percent singletraitfy Functional_GS
2 0.767033246104078 eeQTLGWASasb 1.00276898452697 Fat_percent singletraitfy Functional_GS
3 0.75760585849713 eeQTLGWASasb 1.03051640870872 Fat_percent singletraitfy Functional_GS
4 0.762800162816256 eeQTLGWASasb 1.00720930293852 Fat_percent singletraitfy Functional_GS
5 0.745350791685045 eeQTLGWASasb 0.974215319548112 Fat_percent singletraitfy Functional_GS
1 0.708964505937852 eeQTLGWASasb 0.937674620871432 Protein_percent singletraitfp Functional_GS
2 0.722064958475007 eeQTLGWASasb 0.991237040575122 Protein_percent singletraitfp Functional_GS
3 0.71103028582391 eeQTLGWASasb 1.01732848171012 Protein_percent singletraitfp Functional_GS
4 0.726401589950789 eeQTLGWASasb 1.00953278902562 Protein_percent singletraitfp Functional_GS
5 0.729101151033409 eeQTLGWASasb 1.03219616461434 Protein_percent singletraitfp Functional_GS
1 0.690771701924197 eeQTLGWASasb 0.938443737719899 Fat_percent singletraitfy Current_GS
2 0.694049795259894 eeQTLGWASasb 0.996304716741365 Fat_percent singletraitfy Current_GS
3 0.694459977606268 eeQTLGWASasb 1.03746326788133 Fat_percent singletraitfy Current_GS
4 0.684558426078517 eeQTLGWASasb 0.996076666294363 Fat_percent singletraitfy Current_GS
5 0.667415925991085 eeQTLGWASasb 0.955547191780429 Fat_percent singletraitfy Current_GS
1 0.656492266567683 eeQTLGWASasb 0.925794224072998 Protein_percent singletraitfp Current_GS
2 0.669349005269396 eeQTLGWASasb 0.983706557599474 Protein_percent singletraitfp Current_GS
3 0.659961687899117 eeQTLGWASasb 1.01491807289885 Protein_percent singletraitfp Current_GS
4 0.671816827940566 eeQTLGWASasb 1.00748596505157 Protein_percent singletraitfp Current_GS
5 0.660746297842937 eeQTLGWASasb 1.0115632497649 Protein_percent singletraitfp Current_GS
1 0.726695220991868 GWAS 0.975273434238087 Fat_percent singletraitfy Functional_GS
2 0.726283165178877 GWAS 0.990962660038895 Fat_percent singletraitfy Functional_GS
3 0.719978562293841 GWAS 1.03063778551569 Fat_percent singletraitfy Functional_GS
4 0.72528395792223 GWAS 1.01222931853609 Fat_percent singletraitfy Functional_GS
5 0.706868928571752 GWAS 0.968729773856091 Fat_percent singletraitfy Functional_GS
1 0.620995848886249 GWAS 0.919311541138793 Protein_percent singletraitfp Functional_GS
2 0.63518669783539 GWAS 0.968596574541183 Protein_percent singletraitfp Functional_GS
3 0.624493014589608 GWAS 1.00400159323884 Protein_percent singletraitfp Functional_GS
4 0.63910723285456 GWAS 1.0144290908332 Protein_percent singletraitfp Functional_GS
5 0.63670469068386 GWAS 1.04705382099023 Protein_percent singletraitfp Functional_GS
1 0.495656245274298 GWAS 0.954599890827041 Fat_percent singletraitfy Current_GS
2 0.47571945514738 GWAS 0.963756091767158 Fat_percent singletraitfy Current_GS
3 0.473270069418578 GWAS 1.0292269315038 Fat_percent singletraitfy Current_GS
4 0.44319777110708 GWAS 0.995932436628357 Fat_percent singletraitfy Current_GS
5 0.404947387535548 GWAS 0.930692134924494 Fat_percent singletraitfy Current_GS
1 0.445312263850046 GWAS 0.883780477979501 Protein_percent singletraitfp Current_GS
2 0.461319046124736 GWAS 0.960141052053632 Protein_percent singletraitfp Current_GS
3 0.442830245566297 GWAS 0.986683512737552 Protein_percent singletraitfp Current_GS
4 0.441753549813464 GWAS 1.00779195342522 Protein_percent singletraitfp Current_GS
5 0.402669398203941 GWAS 0.974318078993478 Protein_percent singletraitfp Current_GS
1 0.503454246698193 coding 0.957519026919815 Fat_percent singletraitfy Functional_GS
2 0.490514657703773 coding 1.0008540955305 Fat_percent singletraitfy Functional_GS
3 0.476624649283405 coding 1.02208022549121 Fat_percent singletraitfy Functional_GS
4 0.449356302555554 coding 0.971846179746704 Fat_percent singletraitfy Functional_GS
5 0.398745161857943 coding 0.88045417962171 Fat_percent singletraitfy Functional_GS
1 0.448954316534317 coding 0.885709422918988 Protein_percent singletraitfp Functional_GS
2 0.460300344772587 coding 0.963227602462008 Protein_percent singletraitfp Functional_GS
3 0.446345809148625 coding 1.00235010288743 Protein_percent singletraitfp Functional_GS
4 0.460301312720968 coding 1.01025460508202 Protein_percent singletraitfp Functional_GS
5 0.40452856166777 coding 0.929673776874936 Protein_percent singletraitfp Functional_GS
1 0.701102576434819 asbQTL 0.945194841332459 Fat_percent singletraitfy Functional_GS
2 0.70651201716622 asbQTL 1.00148279002738 Fat_percent singletraitfy Functional_GS
3 0.699652438550437 asbQTL 1.03216780414235 Fat_percent singletraitfy Functional_GS
4 0.698698384012914 asbQTL 1.01775241992072 Fat_percent singletraitfy Functional_GS
5 0.673857843264992 asbQTL 0.961611587471711 Fat_percent singletraitfy Functional_GS
1 0.618856754144834 asbQTL 0.919115222064933 Protein_percent singletraitfp Functional_GS
2 0.633431247684491 asbQTL 0.98789545201376 Protein_percent singletraitfp Functional_GS
3 0.622439293404153 asbQTL 1.01889434123772 Protein_percent singletraitfp Functional_GS
4 0.635136379389752 asbQTL 1.01590511620102 Protein_percent singletraitfp Functional_GS
5 0.625198196345456 asbQTL 1.01594413496558 Protein_percent singletraitfp Functional_GS
1 0.754695239670595 asbQTLBOLT 0.963733703888075 Fat_percent singletraitfy Functional_GS
2 0.757203168937056 asbQTLBOLT 0.997774228330907 Fat_percent singletraitfy Functional_GS
3 0.750849138160242 asbQTLBOLT 1.03268932393 Fat_percent singletraitfy Functional_GS
4 0.753980468734616 asbQTLBOLT 1.01147455581307 Fat_percent singletraitfy Functional_GS
5 0.738257805819457 asbQTLBOLT 0.971833612191673 Fat_percent singletraitfy Functional_GS
1 0.688885299822718 asbQTLBOLT 0.936639656044426 Protein_percent singletraitfp Functional_GS
2 0.702993244277287 asbQTLBOLT 0.988224564089645 Protein_percent singletraitfp Functional_GS
3 0.694277394638236 asbQTLBOLT 1.02131391830857 Protein_percent singletraitfp Functional_GS
4 0.706153665147783 asbQTLBOLT 1.00669672630829 Protein_percent singletraitfp Functional_GS
5 0.709695613122906 asbQTLBOLT 1.03186998258418 Protein_percent singletraitfp Functional_GS
1 0.668685597411456 aseQTL 0.948598114226437 Fat_percent singletraitfy Functional_GS
2 0.674876701901732 aseQTL 1.00173527358421 Fat_percent singletraitfy Functional_GS
3 0.671345806300552 aseQTL 1.0380480046387 Fat_percent singletraitfy Functional_GS
4 0.667176315596199 aseQTL 1.00171546400193 Fat_percent singletraitfy Functional_GS
5 0.645093530169918 aseQTL 0.940671253394721 Fat_percent singletraitfy Functional_GS
1 0.613908259129949 aseQTL 0.928412631185334 Protein_percent singletraitfp Functional_GS
2 0.631913983579981 aseQTL 0.993931330916006 Protein_percent singletraitfp Functional_GS
3 0.61942045037976 aseQTL 1.00582701151609 Protein_percent singletraitfp Functional_GS
4 0.633211405998457 aseQTL 1.0085289611078 Protein_percent singletraitfp Functional_GS
5 0.617675680285242 aseQTL 1.00419163801523 Protein_percent singletraitfp Functional_GS
